date,open,high,low,close,adj_close,volume,dividend,split,logret,ret
1998-01-02,13.63,16.25,13.5,16.25,0.5084,6411700.0,0.0,1.0,,
1998-01-05,16.5,16.56,15.19,15.88,0.4968,5820300.0,0.0,1.0,-0.02308,-0.02282
1998-01-06,15.94,20.0,14.75,18.94,0.5925,16182800.0,0.0,1.0,0.17616,0.19263
1998-01-07,18.81,19.0,17.31,17.5,0.5475,9300200.0,0.0,1.0,-0.07899,-0.07595
1998-01-08,17.44,18.62,16.94,18.19,0.569,6910900.0,0.0,1.0,0.03852,0.03927
1998-01-09,18.12,19.37,17.5,18.19,0.569,7915600.0,0.0,1.0,0.0,0.0
1998-01-12,17.44,18.62,17.12,18.25,0.5709,4610700.0,0.0,1.0,0.00333,0.00334
1998-01-13,18.62,19.62,18.5,19.5,0.61,5686200.0,0.0,1.0,0.06624,0.06849
1998-01-14,19.87,19.94,19.25,19.75,0.6178,5261300.0,0.0,1.0,0.01271,0.01279
